date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:50:04	40332/40332	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:03%20GMT	https://ogpau.govspace.gov.au/submission-aogpn/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/submission-aogpn/index.html	(from https://ogpau.govspace.gov.au/contribute/public-consultation/)
00:50:07	35726/35726	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2207acf4215a84b4d36064db58b7a39681%22	https://ogpau.govspace.gov.au/files/2016/09/IWG-Meeting-1-Agenda-Item-3-Draft-Terms-of-Reference.docx	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/09/IWG-Meeting-1-Agenda-Item-3-Draft-Terms-of-Reference.docx	(from https://ogpau.govspace.gov.au/page/2/)
00:50:08	34743/34743	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22d572173e1481e63f0f1262fab784b299%22	https://ogpau.govspace.gov.au/files/2016/09/IWG-Meeting-1-Agenda-Item-5-Consultation-and-engagement.docx	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/09/IWG-Meeting-1-Agenda-Item-5-Consultation-and-engagement.docx	(from https://ogpau.govspace.gov.au/page/2/)
00:50:09	23586/23586	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%225bb6803e4c202db2a806274d27b37dd1%22	https://ogpau.govspace.gov.au/files/2016/09/IWG-membership-list.docx	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/09/IWG-membership-list.docx	(from https://ogpau.govspace.gov.au/page/2/)
00:50:12	26858/26858	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:10%20GMT	https://ogpau.govspace.gov.au/third-inter-departmental-committee-meeting/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/third-inter-departmental-committee-meeting/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:12	41034/41034	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:10%20GMT	https://ogpau.govspace.gov.au/tag/engagement/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/tag/engagement/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:12	51294/51294	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:10%20GMT	https://ogpau.govspace.gov.au/tag/consultation/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/tag/consultation/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:13	84011/84011	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22d96cc698c1cab1a5b6d8e0f5343b0355%22	https://ogpau.govspace.gov.au/files/2016/08/OGP-IDC-19-August-2016-Minutes.docx	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/08/OGP-IDC-19-August-2016-Minutes.docx	(from https://ogpau.govspace.gov.au/page/2/)
00:50:20	33297/33297	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22ae958ef4bb8e37883a45309469321fce%22	https://ogpau.govspace.gov.au/files/2016/08/Interim-Working-Group-Draft-ToR_FINAL.docx	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/08/Interim-Working-Group-Draft-ToR_FINAL.docx	(from https://ogpau.govspace.gov.au/page/2/)
00:50:22	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2009%20Nov%202016%2013:50:21%20GMT	http://ogpau.wikispaces.com/Co-creation+workshop+outputs	/home/puzzleduck/websites/OGP/ogpau.wikispaces.com/Co-creation+workshop+outputs.81.delayed	(from https://ogpau.govspace.gov.au/page/2/)
00:50:22	26936/26936	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:20%20GMT	https://ogpau.govspace.gov.au/ogpau-update-3-august/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/ogpau-update-3-august/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:25	33629/33629	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:21%20GMT	https://ogpau.govspace.gov.au/results-of-the-co-creation-workshop-and-ongoing-engagement/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/results-of-the-co-creation-workshop-and-ongoing-engagement/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:28	82934/82934	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:23%20GMT	https://ogpau.govspace.gov.au/author/amelialoye/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/author/amelialoye/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:28	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2009%20Nov%202016%2013:50:27%20GMT	http://ogpau.wikispaces.com/Draft+text+of+the+National+Action+Plan+-+5+April+2016	/home/puzzleduck/websites/OGP/ogpau.wikispaces.com/Draft+text+of+the+National+Action+Plan+-+5+April+2016.82.delayed	(from https://ogpau.govspace.gov.au/page/2/)
00:50:29	30224/30224	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:26%20GMT	https://ogpau.govspace.gov.au/second-idc/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/second-idc/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:29	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2009%20Nov%202016%2013:50:29%20GMT	http://ogpau.wikispaces.com/How+to+manage+OGP	/home/puzzleduck/websites/OGP/ogpau.wikispaces.com/How+to+manage+OGP	(from https://ogpau.govspace.gov.au/page/2/)
00:50:30	240844/240844	---M--	200	added ('OK')	application/pdf	etag:%22d7bb6388e0a319f77f8e3115ef7cce35%22	https://ogpau.govspace.gov.au/files/2016/08/Australias-National-Action-Plan-Stocktake-of-commitments.pdf	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/08/Australias-National-Action-Plan-Stocktake-of-commitments.pdf	(from https://ogpau.govspace.gov.au/page/2/)
00:50:31	40811/40811	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:30%20GMT	https://ogpau.govspace.gov.au/what-im-learning-about-open-gov-in-australia/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/what-im-learning-about-open-gov-in-australia/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:41	29260/29260	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:39%20GMT	https://ogpau.govspace.gov.au/stage-three-prioritisation-and-drafting-workshop/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/stage-three-prioritisation-and-drafting-workshop/index.html	(from https://ogpau.govspace.gov.au/page/2/)
00:50:42	29377/29377	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%221478699440-0%22	http://www.opengovpartnership.org/sites/default/files/attachments/Action%20Plan%20Template%20and%20Guidance%202014.pdf	/home/puzzleduck/websites/OGP/www.opengovpartnership.org/sites/default/files/attachments/Action%20Plan%20Template%20and%20Guidance%202014.86.delayed	(from https://ogpau.govspace.gov.au/page/2/)
00:50:42	0/-1	---M--	302	error ('')			http://ogpau.wikispaces.com/Draft+text+of+the+National+Action+Plan+-+5+April+2016	/home/puzzleduck/websites/OGP/ogpau.wikispaces.com/Draft+text+of+the+National+Action+Plan+-+5+April+2016.87.delayed	(from https://ogpau.govspace.gov.au/page/2/)
00:50:42	234667/234667	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%2272ccb8a94c87bbdf267c051582d5a1d2%22	https://ogpau.govspace.gov.au/files/2016/04/OGP-Wiki-Submissions-10042016.xlsx	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/04/OGP-Wiki-Submissions-10042016.xlsx	(from https://ogpau.govspace.gov.au/page/2/)
00:50:42	217198/217198	---M--	200	added ('OK')	application/pdf	etag:%2263e8361d699c3376125a37c3c0d075c0%22	https://ogpau.govspace.gov.au/files/2016/04/OGP-Wiki-Submissions-10042016_2.pdf	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/04/OGP-Wiki-Submissions-10042016_2.pdf	(from https://ogpau.govspace.gov.au/page/2/)
00:50:49	2617/2617	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:50:45%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Fhave-your-say-on-australias-first-open-government-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed7cee.json	(from https://ogpau.govspace.gov.au/have-your-say-on-australias-first-open-government-national-action-plan/)
00:50:49	114936/114936	---M--	200	added ('OK')	application/pdf	etag:%22972d666f7665b20b400d126c0ae207fd%22	https://ogpau.govspace.gov.au/files/2016/04/Agenda-cocreation-workshop.pdf	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/files/2016/04/Agenda-cocreation-workshop.pdf	(from https://ogpau.govspace.gov.au/page/2/)
00:50:51	2720/2720	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:50:50%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Fhave-your-say-on-australias-first-open-government-national-action-plan%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed8e28	(from https://ogpau.govspace.gov.au/have-your-say-on-australias-first-open-government-national-action-plan/)
00:50:53	3750/3750	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/have-your-say-on-australias-first-open-government-national-action-plan/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/have-your-say-on-australias-first-open-government-national-action-plan/feed/index.html	(from https://ogpau.govspace.gov.au/have-your-say-on-australias-first-open-government-national-action-plan/)
00:50:55	2956/2956	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:53%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Fhave-your-say-on-australias-first-open-government-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-logincf39.html	(from https://ogpau.govspace.gov.au/have-your-say-on-australias-first-open-government-national-action-plan/)
00:50:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:50:55%20GMT	https://ogpau.govspace.gov.au/?p=670	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/index767a.html	(from https://ogpau.govspace.gov.au/have-your-say-on-australias-first-open-government-national-action-plan/)
00:50:56	13171/13171	---MC-	200	added ('OK')	application/rss+xml	etag:%22bac7bcdd9b278b3e4e38d12d4fb1c17a%22	https://ogpau.govspace.gov.au/author/ogpteam/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/author/ogpteam/feed/index.html	(from https://ogpau.govspace.gov.au/author/ogpteam/)
00:50:56	57215/57215	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:50:55%20GMT	https://ogpau.govspace.gov.au/author/ogpteam/page/2/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/author/ogpteam/page/2/index.html	(from https://ogpau.govspace.gov.au/author/ogpteam/)
00:50:57	2722/2722	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:50:56%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Fannouncing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embedd917.json	(from https://ogpau.govspace.gov.au/announcing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan/)
00:50:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:50:57%20GMT	https://ogpau.govspace.gov.au/?p=587	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/index4c2b.html	(from https://ogpau.govspace.gov.au/announcing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan/)
00:50:58	980/980	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/announcing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/announcing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan/feed/index.html	(from https://ogpau.govspace.gov.au/announcing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan/)
00:51:00	2825/2825	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:50:58%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Fannouncing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed9531	(from https://ogpau.govspace.gov.au/announcing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan/)
00:51:01	2977/2977	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:51:00%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Fannouncing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-loginae2b.html	(from https://ogpau.govspace.gov.au/announcing-the-members-of-the-interim-working-group-for-australias-ogp-national-action-plan/)
00:51:03	2692/2692	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:51:02%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Freport-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed6d91.json	(from https://ogpau.govspace.gov.au/report-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan/)
00:51:03	962/962	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/report-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/report-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan/feed/index.html	(from https://ogpau.govspace.gov.au/report-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan/)
00:51:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:51:02%20GMT	https://ogpau.govspace.gov.au/?p=659	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/index2553.html	(from https://ogpau.govspace.gov.au/report-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan/)
00:51:04	2795/2795	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:51:03%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Freport-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embedaae5	(from https://ogpau.govspace.gov.au/report-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan/)
00:51:06	2971/2971	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:51:05%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Freport-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-login43d7.html	(from https://ogpau.govspace.gov.au/report-on-the-initial-stages-of-consultation-on-australias-first-national-action-plan/)
00:51:07	2399/2399	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:51:06%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Finterim-working-group-workshop%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embedd667.json	(from https://ogpau.govspace.gov.au/interim-working-group-workshop/)
00:51:07	794/794	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/interim-working-group-workshop/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/interim-working-group-workshop/feed/index.html	(from https://ogpau.govspace.gov.au/interim-working-group-workshop/)
00:51:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:51:07%20GMT	https://ogpau.govspace.gov.au/?p=655	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/indexef11.html	(from https://ogpau.govspace.gov.au/interim-working-group-workshop/)
00:51:09	2496/2496	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:51:08%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Finterim-working-group-workshop%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed5623	(from https://ogpau.govspace.gov.au/interim-working-group-workshop/)
00:51:11	2916/2916	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:51:10%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Finterim-working-group-workshop%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-login3f3f.html	(from https://ogpau.govspace.gov.au/interim-working-group-workshop/)
00:51:13	2567/2567	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:51:12%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Fnext-steps-to-finalise-australias-first-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed76d3.json	(from https://ogpau.govspace.gov.au/next-steps-to-finalise-australias-first-national-action-plan/)
00:51:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:51:12%20GMT	https://ogpau.govspace.gov.au/?p=651	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/indexa26f.html	(from https://ogpau.govspace.gov.au/next-steps-to-finalise-australias-first-national-action-plan/)
00:51:13	887/887	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/next-steps-to-finalise-australias-first-national-action-plan/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/next-steps-to-finalise-australias-first-national-action-plan/feed/index.html	(from https://ogpau.govspace.gov.au/next-steps-to-finalise-australias-first-national-action-plan/)
00:51:15	2670/2670	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:51:14%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Fnext-steps-to-finalise-australias-first-national-action-plan%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embeda0aa	(from https://ogpau.govspace.gov.au/next-steps-to-finalise-australias-first-national-action-plan/)
00:51:16	2946/2946	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:51:16%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Fnext-steps-to-finalise-australias-first-national-action-plan%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-login8ba4.html	(from https://ogpau.govspace.gov.au/next-steps-to-finalise-australias-first-national-action-plan/)
00:51:18	2549/2549	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:51:18%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Foutcomes-from-the-third-meeting-of-the-interim-working-group%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed4a17.json	(from https://ogpau.govspace.gov.au/outcomes-from-the-third-meeting-of-the-interim-working-group/)
00:51:19	884/884	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/outcomes-from-the-third-meeting-of-the-interim-working-group/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/outcomes-from-the-third-meeting-of-the-interim-working-group/feed/index.html	(from https://ogpau.govspace.gov.au/outcomes-from-the-third-meeting-of-the-interim-working-group/)
00:51:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:51:18%20GMT	https://ogpau.govspace.gov.au/?p=647	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/index6087.html	(from https://ogpau.govspace.gov.au/outcomes-from-the-third-meeting-of-the-interim-working-group/)
00:51:21	2646/2646	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:51:20%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Foutcomes-from-the-third-meeting-of-the-interim-working-group%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed867f	(from https://ogpau.govspace.gov.au/outcomes-from-the-third-meeting-of-the-interim-working-group/)
00:51:23	2946/2946	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:51:22%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Foutcomes-from-the-third-meeting-of-the-interim-working-group%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-loginb3ee.html	(from https://ogpau.govspace.gov.au/outcomes-from-the-third-meeting-of-the-interim-working-group/)
00:51:25	2464/2464	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:51:24%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Ffourth-inter-departmental-committee-meeting%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embedd543.json	(from https://ogpau.govspace.gov.au/fourth-inter-departmental-committee-meeting/)
00:51:25	833/833	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/fourth-inter-departmental-committee-meeting/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/fourth-inter-departmental-committee-meeting/feed/index.html	(from https://ogpau.govspace.gov.au/fourth-inter-departmental-committee-meeting/)
00:51:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:51:25%20GMT	https://ogpau.govspace.gov.au/?p=644	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/index6ade.html	(from https://ogpau.govspace.gov.au/fourth-inter-departmental-committee-meeting/)
00:51:27	2561/2561	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:51:26%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Ffourth-inter-departmental-committee-meeting%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed2a78	(from https://ogpau.govspace.gov.au/fourth-inter-departmental-committee-meeting/)
00:51:29	2929/2929	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:51:28%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Ffourth-inter-departmental-committee-meeting%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-login364d.html	(from https://ogpau.govspace.gov.au/fourth-inter-departmental-committee-meeting/)
00:51:30	2554/2554	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:51:30%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Foutcomes-from-the-second-meeting-of-the-interim-working-group%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed7f53.json	(from https://ogpau.govspace.gov.au/outcomes-from-the-second-meeting-of-the-interim-working-group/)
00:51:31	887/887	---MC-	200	added ('OK')	application/rss+xml	etag:%22794ec094c1e4b92eb337f10cc0e0cf06%22	https://ogpau.govspace.gov.au/outcomes-from-the-second-meeting-of-the-interim-working-group/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/outcomes-from-the-second-meeting-of-the-interim-working-group/feed/index.html	(from https://ogpau.govspace.gov.au/outcomes-from-the-second-meeting-of-the-interim-working-group/)
00:51:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Nov%202016%2013:51:30%20GMT	https://ogpau.govspace.gov.au/?p=637	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/index38bf.html	(from https://ogpau.govspace.gov.au/outcomes-from-the-second-meeting-of-the-interim-working-group/)
00:51:32	2651/2651	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Nov%202016%2013:51:31%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Foutcomes-from-the-second-meeting-of-the-interim-working-group%2F&format=xml	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embed6ae1	(from https://ogpau.govspace.gov.au/outcomes-from-the-second-meeting-of-the-interim-working-group/)
00:51:33	2947/2947	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202016%2013:51:32%20GMT	https://ogpau.govspace.gov.au/wp-login.php?redirect_to=https%3A%2F%2Fogpau.govspace.gov.au%2Foutcomes-from-the-second-meeting-of-the-interim-working-group%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-login784d.html	(from https://ogpau.govspace.gov.au/outcomes-from-the-second-meeting-of-the-interim-working-group/)
00:51:36	2754/2754	---MC-	200	added ('OK')	application/json	date:Wed,%2009%20Nov%202016%2013:51:34%20GMT	https://ogpau.govspace.gov.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fogpau.govspace.gov.au%2Finterim-working-group-for-australias-ogp-national-action-plan-agenda-and-papers-meeting-2%2F	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/wp-json/oembed/1.0/embede1d7.json	(from https://ogpau.govspace.gov.au/interim-working-group-for-australias-ogp-national-action-plan-agenda-and-papers-meeting-2/)
00:51:36	8940/8940	---MC-	200	added ('OK')	application/rss+xml	etag:%22bac7bcdd9b278b3e4e38d12d4fb1c17a%22	https://ogpau.govspace.gov.au/tag/interim-working-group/feed/	/home/puzzleduck/websites/OGP/ogpau.govspace.gov.au/tag/interim-working-group/feed/index.html	(from https://ogpau.govspace.gov.au/tag/interim-working-group/)
